subcode	gender m f	picOrder	picCode jpg	expTrials	picCateg valFatSugFruVeg	picCateg code	valence	arousal	dominance	craving
s022bh221199201199	m	4	fat_5557.JPG	57	fat	4	2	8	2	8
s022bh221199201199	m	4	2745.1.jpg	58	neu	2	6	4	6	2
s022bh221199201199	m	4	fat_0012.JPG	59	fat	4	2	8	2	8
s022bh221199201199	m	4	2347.jpg	60	pleas	1	8	2	8	4
s022bh270797170897	m	4	2038.jpg	1	neu	2	5	1	4	1
s022bh270797170897	m	4	sug_0150.JPG	2	sug	5	7	7	7	3
s022bh270797170897	m	4	2036.jpg	3	neu	2	5	3	5	3
s022bh270797170897	m	4	1710.jpg	4	pleas	1	7	5	1	1
s022bh270797170897	m	4	sug_0099.jpg	5	sug	5	5	3	2	3
s022bh270797170897	m	4	8490.jpg	6	pleas	1	9	9	5	1
s022bh270797170897	m	4	veg_0148.jpg	7	veg	7	5	3	1	1
s022bh270797170897	m	4	2683.jpg	8	unpl	3	1	9	9	1
s022bh270797170897	m	4	2273.jpg	9	neu	2	3	3	3	1
s022bh270797170897	m	4	fat_0118.JPG	10	fat	4	5	5	2	5
s022bh270797170897	m	4	2095.jpg	11	unpl	3	1	9	1	1
s022bh270797170897	m	4	fat_0038.JPG	12	fat	4	9	5	6	5
s022bh270797170897	m	4	8185.jpg	13	pleas	1	9	9	7	1
s022bh270797170897	m	4	veg_0118.JPG	14	veg	7	5	5	4	3
s022bh270797170897	m	4	2393.jpg	15	neu	2	5	1	3	1
s022bh270797170897	m	4	sug_0166.JPG	16	sug	5	7	5	5	3
s022bh270797170897	m	4	2308.jpg	17	neu	2	5	2	1	1
s022bh270797170897	m	4	1722.jpg	18	pleas	1	9	5	3	1
s022bh270797170897	m	4	2703.jpg	19	unpl	3	1	6	2	1
s022bh270797170897	m	4	sug_4009.JPG	20	sug	5	7	5	2	6
s022bh270797170897	m	4	9163.jpg	21	unpl	3	3	8	2	1
s022bh270797170897	m	4	fru_5515.JPG	22	fru	6	7	4	5	6
s022bh270797170897	m	4	2382.jpg	23	neu	2	4	2	1	1
s022bh270797170897	m	4	veg_0109.JPG	24	veg	7	6	6	2	5
s022bh270797170897	m	4	8496.jpg	25	pleas	1				
s022bh270797170897	m	4	veg_0002.JPG	26	veg	7	6	6	4	1
s022bh270797170897	m	4	9250.jpg	27	unpl	3	5	4	2	1
s022bh270797170897	m	4	fat_0721.JPG	28	fat	4	1	4	4	1
s022bh270797170897	m	4	2071.jpg	29	pleas	1	5	2	4	4
s022bh270797170897	m	4	fru_1902.JPG	30	fru	6	6	4	1	4
s022bh270797170897	m	4	2800.jpg	31	unpl	3	1	9	4	1
s022bh270797170897	m	4	2579.jpg	32	neu	2	2	4	1	2
s022bh270797170897	m	4	sug_0014.JPG	33	sug	5	7	7	5	6
s022bh270797170897	m	4	2075.jpg	34	pleas	1	7	4	3	1
s022bh270797170897	m	4	9254.jpg	35	unpl	3	1	8	4	1
s022bh270797170897	m	4	5621.jpg	36	pleas	1	8	8	6	1
s022bh270797170897	m	4	veg_0198.JPG	37	veg	7	4	4	2	1
s022bh270797170897	m	4	2900.jpg	38	unpl	3	5	4	1	2
s022bh270797170897	m	4	2570.jpg	39	neu	2	2	4	2	1
s022bh270797170897	m	4	fru_0683.JPG	40	fru	6	4	4	2	4
s022bh270797170897	m	4	2390.jpg	41	neu	2	4	1	1	1
s022bh270797170897	m	4	fat_0107.JPG	42	fat	4	7	3	2	2
s022bh270797170897	m	4	8370.jpg	43	pleas	1	8	5	4	1
s022bh270797170897	m	4	2411.jpg	44	neu	2	3	1	1	1
s022bh270797170897	m	4	fru_5595.JPG	45	fru	6	4	4	2	2
s022bh270797170897	m	4	9421.jpg	46	unpl	3	1	4	2	1
s022bh270797170897	m	4	fru_5782.JPG	47	fru	6	4	2	2	4
s022bh270797170897	m	4	9530.jpg	48	unpl	3	1	6	3	1
s022bh270797170897	m	4	2580.jpg	49	neu	2	5	4	3	1
s022bh270797170897	m	4	veg_0125.JPG	50	veg	7	5	3	2	3
s022bh270797170897	m	4	8499.jpg	51	pleas	1	9	4	1	1
s022bh270797170897	m	4	9423.jpg	52	unpl	3	1	5	3	1
s022bh270797170897	m	4	fru_0593.JPG	53	fru	6	6	2	1	1
s022bh270797170897	m	4	9520.jpg	54	unpl	3	2	7	3	1
s022bh270797170897	m	4	sug_0116.JPG	55	sug	5	5	4	3	4
s022bh270797170897	m	4	2045.jpg	56	pleas	1	6	3	1	1
s022bh270797170897	m	4	fat_5557.JPG	57	fat	4	7	3	3	3
s022bh270797170897	m	4	2745.1.jpg	58	neu	2	3	3	1	2
s022bh270797170897	m	4	fat_0012.JPG	59	fat	4	6	3	2	2
s022bh270797170897	m	4	2347.jpg	60	pleas	1	7	5	1	1
s022bm080799160699	f	4	2038.jpg	1	neu	2	5	1	1	1
s022bm080799160699	f	4	sug_0150.JPG	2	sug	5	9	5	5	9
s022bm080799160699	f	4	2036.jpg	3	neu	2	7	3	3	5
s022bm080799160699	f	4	1710.jpg	4	pleas	1	9	5	5	1
s022bm080799160699	f	4	sug_0099.jpg	5	sug	5	9	5	6	7
s022bm080799160699	f	4	8490.jpg	6	pleas	1	9	5	6	1
s022bm080799160699	f	4	veg_0148.jpg	7	veg	7	5	3	2	3
s022bm080799160699	f	4	2683.jpg	8	unpl	3	1	9	1	1
s022bm080799160699	f	4	2273.jpg	9	neu	2	5	6	4	1
s022bm080799160699	f	4	fat_0118.JPG	10	fat	4	9	9	6	9
s022bm080799160699	f	4	2095.jpg	11	unpl	3	1	9	1	1
s022bm080799160699	f	4	fat_0038.JPG	12	fat	4	7	3	4	4
s022bm080799160699	f	4	8185.jpg	13	pleas	1	9	9	6	1
s022bm080799160699	f	4	veg_0118.JPG	14	veg	7	4	2	1	2
s022bm080799160699	f	4	2393.jpg	15	neu	2	5	4	2	1
s022bm080799160699	f	4	sug_0166.JPG	16	sug	5	8	4	4	6
s022bm080799160699	f	4	2308.jpg	17	neu	2	9	4	4	1
s022bm080799160699	f	4	1722.jpg	18	pleas	1	9	7	5	1
s022bm080799160699	f	4	2703.jpg	19	unpl	3	1	9	1	1
s022bm080799160699	f	4	sug_4009.JPG	20	sug	5	6	4	2	4
s022bm080799160699	f	4	9163.jpg	21	unpl	3	1	9	1	1
s022bm080799160699	f	4	fru_5515.JPG	22	fru	6	6	4	2	4
s022bm080799160699	f	4	2382.jpg	23	neu	2	8	8	5	1
s022bm080799160699	f	4	veg_0109.JPG	24	veg	7	6	6	4	2
s022bm080799160699	f	4	8496.jpg	25	pleas	1	9	9	6	1
s022bm080799160699	f	4	veg_0002.JPG	26	veg	7	5	4	4	2
s022bm080799160699	f	4	9250.jpg	27	unpl	3	1	9	1	1
s022bm080799160699	f	4	fat_0721.JPG	28	fat	4	5	4	3	2
s022bm080799160699	f	4	2071.jpg	29	pleas	1	9	9	6	1
s022bm080799160699	f	4	fru_1902.JPG	30	fru	6	5	3	2	2
s022bm080799160699	f	4	2800.jpg	31	unpl	3	1	9	1	1
s022bm080799160699	f	4	2579.jpg	32	neu	2	5	2	2	1
s022bm080799160699	f	4	sug_0014.JPG	33	sug	5	8	5	4	5
s022bm080799160699	f	4	2075.jpg	34	pleas	1	9	5	5	1
s022bm080799160699	f	4	9254.jpg	35	unpl	3	1	9	1	1
s022bm080799160699	f	4	5621.jpg	36	pleas	1	9	9	5	1
s022bm080799160699	f	4	veg_0198.JPG	37	veg	7	6	4	2	2
s022bm080799160699	f	4	2900.jpg	38	unpl	3	1	8	1	1
s022bm080799160699	f	4	2570.jpg	39	neu	2	6	3	2	1
s022bm080799160699	f	4	fru_0683.JPG	40	fru	6	9	6	4	3
s022bm080799160699	f	4	2390.jpg	41	neu	2	7	3	2	1
s022bm080799160699	f	4	fat_0107.JPG	42	fat	4	8	6	3	5
s022bm080799160699	f	4	8370.jpg	43	pleas	1	9	6	4	1
s022bm080799160699	f	4	2411.jpg	44	neu	2	5	2	2	1
s022bm080799160699	f	4	fru_5595.JPG	45	fru	6	8	7	4	6
s022bm080799160699	f	4	9421.jpg	46	unpl	3	1	8	1	1
s022bm080799160699	f	4	fru_5782.JPG	47	fru	6	9	6	4	4
s022bm080799160699	f	4	9530.jpg	48	unpl	3	1	9	1	1
s022bm080799160699	f	4	2580.jpg	49	neu	2	8	6	3	1
s022bm080799160699	f	4	veg_0125.JPG	50	veg	7	6	4	3	1
s022bm080799160699	f	4	8499.jpg	51	pleas	1	9	6	4	1
s022bm080799160699	f	4	9423.jpg	52	unpl	3	1	9	1	1
s022bm080799160699	f	4	fru_0593.JPG	53	fru	6	9	8	6	8
s022bm080799160699	f	4	9520.jpg	54	unpl	3	2	9	1	1
s022bm080799160699	f	4	sug_0116.JPG	55	sug	5	8	7	4	4
s022bm080799160699	f	4	2045.jpg	56	pleas	1	9	9	4	1
s022bm080799160699	f	4	fat_5557.JPG	57	fat	4	7	7	2	5
s022bm080799160699	f	4	2745.1.jpg	58	neu	2	5	5	3	1
s022bm080799160699	f	4	fat_0012.JPG	59	fat	4	5	5	3	2
s022bm080799160699	f	4	2347.jpg	60	pleas	1	9	9	6	1
s022bm120999120898	f	4	2038.jpg	1	neu	2	3	1	9	1
s022bm120999120898	f	4	sug_0150.JPG	2	sug	5	7	3	9	3
s022bm120999120898	f	4	2036.jpg	3	neu	2	7	1	9	1
s022bm120999120898	f	4	1710.jpg	4	pleas	1	9	5	9	1
s022bm120999120898	f	4	sug_0099.jpg	5	sug	5	9	9	9	9
s022bm120999120898	f	4	8490.jpg	6	pleas	1	9	9	9	1
s022bm120999120898	f	4	veg_0148.jpg	7	veg	7	5	1	9	1
s022bm120999120898	f	4	2683.jpg	8	unpl	3	5	5	9	9
s022bm120999120898	f	4	2273.jpg	9	neu	2	5	7	9	1
s022bm120999120898	f	4	fat_0118.JPG	10	fat	4	7	1	9	1
s022bm120999120898	f	4	2095.jpg	11	unpl	3	3	1	9	1
s022bm120999120898	f	4	fat_0038.JPG	12	fat	4	8	5	9	7
s022bm120999120898	f	4	8185.jpg	13	pleas	1	9	7	9	1
s022bm120999120898	f	4	veg_0118.JPG	14	veg	7	7	3	9	5
s022bm120999120898	f	4	2393.jpg	15	neu	2	3	1	9	1
s022bm120999120898	f	4	sug_0166.JPG	16	sug	5	7	1	9	1
s022bm120999120898	f	4	2308.jpg	17	neu	2	9	5	9	1
s022bm120999120898	f	4	1722.jpg	18	pleas	1	9	9	9	1
s022bm120999120898	f	4	2703.jpg	19	unpl	3	1	5	9	1
s022bm120999120898	f	4	sug_4009.JPG	20	sug	5	7	1	9	1
s022bm120999120898	f	4	9163.jpg	21	unpl	3	1	5	9	1
s022bm120999120898	f	4	fru_5515.JPG	22	fru	6	9	5	9	3
s022bm120999120898	f	4	2382.jpg	23	neu	2	9	7	9	1
s022bm120999120898	f	4	veg_0109.JPG	24	veg	7	9	9	9	9
s022bm120999120898	f	4	8496.jpg	25	pleas	1	9	7	9	1
s022bm120999120898	f	4	veg_0002.JPG	26	veg	7	9	3	9	3
s022bm120999120898	f	4	9250.jpg	27	unpl	3	7	1	9	1
s022bm120999120898	f	4	fat_0721.JPG	28	fat	4	5	1	9	1
s022bm120999120898	f	4	2071.jpg	29	pleas	1	7	3	9	1
s022bm120999120898	f	4	fru_1902.JPG	30	fru	6	1	3	9	5
s022bm120999120898	f	4	2800.jpg	31	unpl	3	1	1	7	1
s022bm120999120898	f	4	2579.jpg	32	neu	2	7	5	9	5
s022bm120999120898	f	4	sug_0014.JPG	33	sug	5	9	7	9	5
s022bm120999120898	f	4	2075.jpg	34	pleas	1	9	5	9	1
s022bm120999120898	f	4	9254.jpg	35	unpl	3	3	1	9	1
s022bm120999120898	f	4	5621.jpg	36	pleas	1	9	7	9	1
s022bm120999120898	f	4	veg_0198.JPG	37	veg	7	7	5	9	5
s022bm120999120898	f	4	2900.jpg	38	unpl	3	1	3	9	1
s022bm120999120898	f	4	2570.jpg	39	neu	2	5	1	9	1
s022bm120999120898	f	4	fru_0683.JPG	40	fru	6	1	3	9	3
s022bm120999120898	f	4	2390.jpg	41	neu	2	5	5	9	1
s022bm120999120898	f	4	fat_0107.JPG	42	fat	4	7	5	9	5
s022bm120999120898	f	4	8370.jpg	43	pleas	1	9	7	9	1
s022bm120999120898	f	4	2411.jpg	44	neu	2	7	5	9	1
s022bm120999120898	f	4	fru_5595.JPG	45	fru	6	1	5	9	7
s022bm120999120898	f	4	9421.jpg	46	unpl	3	3	1	9	1
s022bm120999120898	f	4	fru_5782.JPG	47	fru	6	9	7	9	5
s022bm120999120898	f	4	9530.jpg	48	unpl	3	3	5	9	1
s022bm120999120898	f	4	2580.jpg	49	neu	2	3	1	9	1
s022bm120999120898	f	4	veg_0125.JPG	50	veg	7	7	3	9	3
s022bm120999120898	f	4	8499.jpg	51	pleas	1	9	9	9	1
s022bm120999120898	f	4	9423.jpg	52	unpl	3	9	9	9	1
s022bm120999120898	f	4	fru_0593.JPG	53	fru	6	7	3	9	3
s022bm120999120898	f	4	9520.jpg	54	unpl	3	3	3	9	1
s022bm120999120898	f	4	sug_0116.JPG	55	sug	5	5	1	9	1
s022bm120999120898	f	4	2045.jpg	56	pleas	1	9	5	9	1
s022bm120999120898	f	4	fat_5557.JPG	57	fat	4	9	9	9	9
s022bm120999120898	f	4	2745.1.jpg	58	neu	2	5	5	9	3
s022bm120999120898	f	4	fat_0012.JPG	59	fat	4	9	9	9	9
s022bm120999120898	f	4	2347.jpg	60	pleas	1	9	5	9	1
s022bm141197080598	f	4	2038.jpg	1	neu	2	5	1	1	1
s022bm141197080598	f	4	sug_0150.JPG	2	sug	5	7	3	5	7
s022bm141197080598	f	4	2036.jpg	3	neu	2	5	1	9	1
s022bm141197080598	f	4	1710.jpg	4	pleas	1	9	9	9	1
s022bm141197080598	f	4	sug_0099.jpg	5	sug	5	7	1	5	7
s022bm141197080598	f	4	8490.jpg	6	pleas	1	9	9	3	1
s022bm141197080598	f	4	veg_0148.jpg	7	veg	7	1	1	1	1
s022bm141197080598	f	4	2683.jpg	8	unpl	3	1	9	1	1
s022bm141197080598	f	4	2273.jpg	9	neu	2	1	1	1	1
s022bm141197080598	f	4	fat_0118.JPG	10	fat	4	9	9	9	9
s022bm141197080598	f	4	2095.jpg	11	unpl	3	1	9	9	1
s022bm141197080598	f	4	fat_0038.JPG	12	fat	4	9	9	9	9
s022bm141197080598	f	4	8185.jpg	13	pleas	1	9	9	9	1
s022bm141197080598	f	4	veg_0118.JPG	14	veg	7	5	1	5	5
s022bm141197080598	f	4	2393.jpg	15	neu	2	5	1	1	1
s022bm141197080598	f	4	sug_0166.JPG	16	sug	5	5	1	5	1
s022bm141197080598	f	4	2308.jpg	17	neu	2	7	5	7	1
s022bm141197080598	f	4	1722.jpg	18	pleas	1	9	9	9	1
s022bm141197080598	f	4	2703.jpg	19	unpl	3	1	1	9	1
s022bm141197080598	f	4	sug_4009.JPG	20	sug	5	7	1	3	5
s022bm141197080598	f	4	9163.jpg	21	unpl	3	1	7	5	1
s022bm141197080598	f	4	fru_5515.JPG	22	fru	6	9	1	7	9
s022bm141197080598	f	4	2382.jpg	23	neu	2	7	1	9	1
s022bm141197080598	f	4	veg_0109.JPG	24	veg	7	9	1	3	9
s022bm141197080598	f	4	8496.jpg	25	pleas	1	9	9	9	1
s022bm141197080598	f	4	veg_0002.JPG	26	veg	7	9	1	9	9
s022bm141197080598	f	4	9250.jpg	27	unpl	3	1	1	1	1
s022bm141197080598	f	4	fat_0721.JPG	28	fat	4	1	1	1	1
s022bm141197080598	f	4	2071.jpg	29	pleas	1	9	9	9	1
s022bm141197080598	f	4	fru_1902.JPG	30	fru	6	7	1	1	3
s022bm141197080598	f	4	2800.jpg	31	unpl	3	1	3	5	1
s022bm141197080598	f	4	2579.jpg	32	neu	2	5	1	3	1
s022bm141197080598	f	4	sug_0014.JPG	33	sug	5	5	1	1	1
s022bm141197080598	f	4	2075.jpg	34	pleas	1	9	1	9	1
s022bm141197080598	f	4	9254.jpg	35	unpl	3	9	1	1	1
s022bm141197080598	f	4	5621.jpg	36	pleas	1	9	9	9	1
s022bm141197080598	f	4	veg_0198.JPG	37	veg	7	5	1	3	3
s022bm141197080598	f	4	2900.jpg	38	unpl	3	1	1	1	1
s022bm141197080598	f	4	2570.jpg	39	neu	2	7	3	5	1
s022bm141197080598	f	4	fru_0683.JPG	40	fru	6	7	3	7	5
s022bm141197080598	f	4	2390.jpg	41	neu	2	5	1	3	1
s022bm141197080598	f	4	fat_0107.JPG	42	fat	4	9	9	9	9
s022bm141197080598	f	4	8370.jpg	43	pleas	1	9	9	9	1
s022bm141197080598	f	4	2411.jpg	44	neu	2	5	1	5	1
s022bm141197080598	f	4	fru_5595.JPG	45	fru	6	5	1	1	3
s022bm141197080598	f	4	9421.jpg	46	unpl	3	1	7	1	1
s022bm141197080598	f	4	fru_5782.JPG	47	fru	6	7	1	7	3
s022bm141197080598	f	4	9530.jpg	48	unpl	3	1	7	1	1
s022bm141197080598	f	4	2580.jpg	49	neu	2	5	1	5	1
s022bm141197080598	f	4	veg_0125.JPG	50	veg	7	5	1	1	3
s022bm141197080598	f	4	8499.jpg	51	pleas	1	9	9	9	1
s022bm141197080598	f	4	9423.jpg	52	unpl	3	3	5	1	1
s022bm141197080598	f	4	fru_0593.JPG	53	fru	6	5	1	1	1
s022bm141197080598	f	4	9520.jpg	54	unpl	3	1	1	1	1
s022bm141197080598	f	4	sug_0116.JPG	55	sug	5	7	1	5	5
s022bm141197080598	f	4	2045.jpg	56	pleas	1	9	5	9	1
s022bm141197080598	f	4	fat_5557.JPG	57	fat	4	9	9	9	9
s022bm141197080598	f	4	2745.1.jpg	58	neu	2	5	1	1	1
s022bm141197080598	f	4	fat_0012.JPG	59	fat	4	7	1	3	3
s022bm141197080598	f	4	2347.jpg	60	pleas	1	9	9	9	1
s022bm160499240599	f	4	2038.jpg	1	neu	2	6	1	3	1
s022bm160499240599	f	4	sug_0150.JPG	2	sug	5	7	5	7	5
s022bm160499240599	f	4	2036.jpg	3	neu	2	3	2	8	2
s022bm160499240599	f	4	1710.jpg	4	pleas	1	9	5	6	1
s022bm160499240599	f	4	sug_0099.jpg	5	sug	5	6	3	4	3
s022bm160499240599	f	4	8490.jpg	6	pleas	1	9	9	8	1
s022bm160499240599	f	4	veg_0148.jpg	7	veg	7	5	5	6	9
s022bm160499240599	f	4	2683.jpg	8	unpl	3	9	9	9	1
s022bm160499240599	f	4	2273.jpg	9	neu	2	7	5	4	3
s022bm160499240599	f	4	fat_0118.JPG	10	fat	4	7	1	2	7
s022bm160499240599	f	4	2095.jpg	11	unpl	3	1	9	9	1
s022bm160499240599	f	4	fat_0038.JPG	12	fat	4	4	3	1	5
s022bm160499240599	f	4	8185.jpg	13	pleas	1	8	9	7	2
s022bm160499240599	f	4	veg_0118.JPG	14	veg	7	8	6	5	9
s022bm160499240599	f	4	2393.jpg	15	neu	2	1	1	1	1
s022bm160499240599	f	4	sug_0166.JPG	16	sug	5	5	2	4	7
s022bm160499240599	f	4	2308.jpg	17	neu	2	4	2	1	1
s022bm160499240599	f	4	1722.jpg	18	pleas	1	9	7	7	1
s022bm160499240599	f	4	2703.jpg	19	unpl	3	1	9	9	1
s022bm160499240599	f	4	sug_4009.JPG	20	sug	5	9	9	9	9
s022bm160499240599	f	4	9163.jpg	21	unpl	3	2	7	1	1
s022bm160499240599	f	4	fru_5515.JPG	22	fru	6	8	5	5	5
s022bm160499240599	f	4	2382.jpg	23	neu	2	8	5	8	1
s022bm160499240599	f	4	veg_0109.JPG	24	veg	7	6	5	5	9
s022bm160499240599	f	4	8496.jpg	25	pleas	1	9	5	9	1
s022bm160499240599	f	4	veg_0002.JPG	26	veg	7	9	5	9	9
s022bm160499240599	f	4	9250.jpg	27	unpl	3	1	9	8	1
s022bm160499240599	f	4	fat_0721.JPG	28	fat	4	5	5	6	6
s022bm160499240599	f	4	2071.jpg	29	pleas	1	9	7	9	1
s022bm160499240599	f	4	fru_1902.JPG	30	fru	6	2	3	1	1
s022bm160499240599	f	4	2800.jpg	31	unpl	3	1	6	1	1
s022bm160499240599	f	4	2579.jpg	32	neu	2	2	7	5	2
s022bm160499240599	f	4	sug_0014.JPG	33	sug	5	9	9	9	9
s022bm160499240599	f	4	2075.jpg	34	pleas	1	9	9	8	1
s022bm160499240599	f	4	9254.jpg	35	unpl	3	1	9	1	1
s022bm160499240599	f	4	5621.jpg	36	pleas	1	9	9	7	1
s022bm160499240599	f	4	veg_0198.JPG	37	veg	7	9	9	9	9
s022bm160499240599	f	4	2900.jpg	38	unpl	3	1	3	5	1
s022bm160499240599	f	4	2570.jpg	39	neu	2	4	1	4	1
s022bm160499240599	f	4	fru_0683.JPG	40	fru	6	1	1	1	1
s022bm160499240599	f	4	2390.jpg	41	neu	2	7	1	6	1
s022bm160499240599	f	4	fat_0107.JPG	42	fat	4	9	9	9	9
s022bm160499240599	f	4	8370.jpg	43	pleas	1	9	7	4	1
s022bm160499240599	f	4	2411.jpg	44	neu	2	8	1	9	1
s022bm160499240599	f	4	fru_5595.JPG	45	fru	6	1	1	1	1
s022bm160499240599	f	4	9421.jpg	46	unpl	3	5	9	9	1
s022bm160499240599	f	4	fru_5782.JPG	47	fru	6	1	5	1	1
s022bm160499240599	f	4	9530.jpg	48	unpl	3	1	7	1	1
s022bm160499240599	f	4	2580.jpg	49	neu	2	7	1	9	1
s022bm160499240599	f	4	veg_0125.JPG	50	veg	7	9	9	8	9
s022bm160499240599	f	4	8499.jpg	51	pleas	1	9	1	5	2
s022bm160499240599	f	4	9423.jpg	52	unpl	3	2	1	9	5
s022bm160499240599	f	4	fru_0593.JPG	53	fru	6	1	1	1	1
s022bm160499240599	f	4	9520.jpg	54	unpl	3	1	9	1	1
s022bm160499240599	f	4	sug_0116.JPG	55	sug	5	5	3	5	3
s022bm160499240599	f	4	2045.jpg	56	pleas	1	9	9	9	1
s022bm160499240599	f	4	fat_5557.JPG	57	fat	4	9	9	9	9
s022bm160499240599	f	4	2745.1.jpg	58	neu	2	5	9	9	7
s022bm160499240599	f	4	fat_0012.JPG	59	fat	4	9	1	9	9
s022bm160499240599	f	4	2347.jpg	60	pleas	1	9	5	7	1
s022bm191199040704	f	4	2038.jpg	1	neu	2	2	2	5	2
s022bm191199040704	f	4	sug_0150.JPG	2	sug	5	5	4	5	8
s022bm191199040704	f	4	2036.jpg	3	neu	2	6	7	4	6
s022bm191199040704	f	4	1710.jpg	4	pleas	1	9	8	7	1
s022bm191199040704	f	4	sug_0099.jpg	5	sug	5	7	6	8	6
s022bm191199040704	f	4	8490.jpg	6	pleas	1	9	9	8	1
s022bm191199040704	f	4	veg_0148.jpg	7	veg	7	6	5	2	6
s022bm191199040704	f	4	2683.jpg	8	unpl	3	1	9	1	1
s022bm191199040704	f	4	2273.jpg	9	neu	2	2	1	1	5
s022bm191199040704	f	4	fat_0118.JPG	10	fat	4	9	7	8	9
s022bm191199040704	f	4	2095.jpg	11	unpl	3	1	9	1	8
s022bm191199040704	f	4	fat_0038.JPG	12	fat	4	7	8	8	9
s022bm191199040704	f	4	8185.jpg	13	pleas	1	9	9	9	5
s022bm191199040704	f	4	veg_0118.JPG	14	veg	7	5	5	5	6
s022bm191199040704	f	4	2393.jpg	15	neu	2	4	2	5	5
s022bm191199040704	f	4	sug_0166.JPG	16	sug	5	8	7	6	7
s022bm191199040704	f	4	2308.jpg	17	neu	2	7	7	9	1
s022bm191199040704	f	4	1722.jpg	18	pleas	1	7	7	7	2
s022bm191199040704	f	4	2703.jpg	19	unpl	3	1	7	1	7
s022bm191199040704	f	4	sug_4009.JPG	20	sug	5	5	7	5	8
s022bm191199040704	f	4	9163.jpg	21	unpl	3	1	7	1	1
s022bm191199040704	f	4	fru_5515.JPG	22	fru	6	7	7	5	7
s022bm191199040704	f	4	2382.jpg	23	neu	2	5	7	5	2
s022bm191199040704	f	4	veg_0109.JPG	24	veg	7	7	5	5	7
s022bm191199040704	f	4	8496.jpg	25	pleas	1	9	9	9	1
s022bm191199040704	f	4	veg_0002.JPG	26	veg	7	5	5	5	6
s022bm191199040704	f	4	9250.jpg	27	unpl	3	1	9	1	1
s022bm191199040704	f	4	fat_0721.JPG	28	fat	4	7	7	5	9
s022bm191199040704	f	4	2071.jpg	29	pleas	1	9	7	9	2
s022bm191199040704	f	4	fru_1902.JPG	30	fru	6	9	6	5	7
s022bm191199040704	f	4	2800.jpg	31	unpl	3	1	9	1	1
s022bm191199040704	f	4	2579.jpg	32	neu	2	4	5	3	5
s022bm191199040704	f	4	sug_0014.JPG	33	sug	5	5	6	5	7
s022bm191199040704	f	4	2075.jpg	34	pleas	1	7	7	4	1
s022bm191199040704	f	4	9254.jpg	35	unpl	3	1	9	1	1
s022bm191199040704	f	4	5621.jpg	36	pleas	1	8	9	9	1
s022bm191199040704	f	4	veg_0198.JPG	37	veg	7	5	6	4	7
s022bm191199040704	f	4	2900.jpg	38	unpl	3	1	6	1	5
s022bm191199040704	f	4	2570.jpg	39	neu	2	3	1	4	1
s022bm191199040704	f	4	fru_0683.JPG	40	fru	6	9	7	8	9
s022bm191199040704	f	4	2390.jpg	41	neu	2	5	1	5	6
s022bm191199040704	f	4	fat_0107.JPG	42	fat	4	9	8	8	9
s022bm191199040704	f	4	8370.jpg	43	pleas	1	4	9	5	1
s022bm191199040704	f	4	2411.jpg	44	neu	2	4	2	4	2
s022bm191199040704	f	4	fru_5595.JPG	45	fru	6	9	6	7	7
s022bm191199040704	f	4	9421.jpg	46	unpl	3	2	7	3	3
s022bm191199040704	f	4	fru_5782.JPG	47	fru	6	9	7	8	7
s022bm191199040704	f	4	9530.jpg	48	unpl	3	2	2	4	3
s022bm191199040704	f	4	2580.jpg	49	neu	2	5	4	5	2
s022bm191199040704	f	4	veg_0125.JPG	50	veg	7	9	3	4	6
s022bm191199040704	f	4	8499.jpg	51	pleas	1	9	9	9	2
s022bm191199040704	f	4	9423.jpg	52	unpl	3	3	6	4	1
s022bm191199040704	f	4	fru_0593.JPG	53	fru	6	9	9	9	9
s022bm191199040704	f	4	9520.jpg	54	unpl	3	1	7	1	1
s022bm191199040704	f	4	sug_0116.JPG	55	sug	5	7	6	6	7
s022bm191199040704	f	4	2045.jpg	56	pleas	1	9	9	1	1
s022bm191199040704	f	4	fat_5557.JPG	57	fat	4	7	7	6	7
s022bm191199040704	f	4	2745.1.jpg	58	neu	2	2	2	5	5
s022bm191199040704	f	4	fat_0012.JPG	59	fat	4	7	6	7	8
s022bm191199040704	f	4	2347.jpg	60	pleas	1	9	6	1	1
s022bm220399030299	f	4	2038.jpg	1	neu	2	1	1	5	1
s022bm220399030299	f	4	sug_0150.JPG	2	sug	5	7	5	5	1
s022bm220399030299	f	4	2036.jpg	3	neu	2	9	5	5	1
s022bm220399030299	f	4	1710.jpg	4	pleas	1	9	5	5	1
s022bm220399030299	f	4	sug_0099.jpg	5	sug	5	9	5	5	2
s022bm220399030299	f	4	8490.jpg	6	pleas	1	5	5	5	1
s022bm220399030299	f	4	veg_0148.jpg	7	veg	7	5	5	5	1
s022bm220399030299	f	4	2683.jpg	8	unpl	3	1	5	1	1
s022bm220399030299	f	4	2273.jpg	9	neu	2	1	5	1	1
s022bm220399030299	f	4	fat_0118.JPG	10	fat	4	5	5	5	1
s022bm220399030299	f	4	2095.jpg	11	unpl	3	1	5	1	1
s022bm220399030299	f	4	fat_0038.JPG	12	fat	4	9	5	5	3
s022bm220399030299	f	4	8185.jpg	13	pleas	1	9	5	5	1
s022bm220399030299	f	4	veg_0118.JPG	14	veg	7	7	5	5	1
s022bm220399030299	f	4	2393.jpg	15	neu	2	5	5	5	5
s022bm220399030299	f	4	sug_0166.JPG	16	sug	5	5	5	5	1
